Texttime,Time,Wind offshore MWh,Wind onshore MWh,Photovoltaics MWh,Actual grid load consumption MWh,Residual load MWh,Price comparison DA
14-04-25 16:00,14-04-25 16:00,26,455.75,"6,949.25","14,347.50","6,694.25",84.6
14-04-25 16:15,14-04-25 16:15,29,428.75,"6,549.75","14,201.75","6,985.75",84.6
14-04-25 16:30,14-04-25 16:30,31.75,398.5,"6,117.00","14,296.50","7,561.25",84.6
14-04-25 16:45,14-04-25 16:45,36,369,"5,645.75","14,159.00","7,946.50",84.6
14-04-25 17:00,14-04-25 17:00,43,345.75,"5,127.25","14,347.00","8,700.25",97.02
14-04-25 17:15,14-04-25 17:15,53.75,363.25,"4,559.00","14,281.25","9,206.75",97.02
14-04-25 17:30,14-04-25 17:30,66,380.25,"3,965.00","14,448.25","9,975.00",97.02
14-04-25 17:45,14-04-25 17:45,76.5,399.25,"3,367.25","14,511.00","10,642.00",97.02
14-04-25 18:00,14-04-25 18:00,93.75,430.5,"2,783.00","14,731.25","11,433.25",119.35
14-04-25 18:15,14-04-25 18:15,120.25,510.25,"2,217.00","14,600.75","11,801.00",119.35
14-04-25 18:30,14-04-25 18:30,145.5,589.25,"1,692.50","14,703.00","12,359.50",119.35
14-04-25 18:45,14-04-25 18:45,172.5,668.5,"1,224.75","14,811.00","12,862.25",119.35
14-04-25 19:00,14-04-25 19:00,204.5,758.5,844.25,"14,784.50","13,119.00",180
14-04-25 19:15,14-04-25 19:15,244.25,918.25,547.5,"14,873.50","13,316.25",180
14-04-25 19:30,14-04-25 19:30,283.25,"1,073.50",320.75,"14,727.50","13,218.50",180
14-04-25 19:45,14-04-25 19:45,322.5,"1,259.25",142,"14,814.50","13,277.75",180
14-04-25 20:00,14-04-25 20:00,366,"1,484.00",35.5,"14,683.25","13,022.75",140.61
14-04-25 20:15,14-04-25 20:15,419.75,"1,763.00",7,"14,482.75","12,577.75",140.61
14-04-25 20:30,14-04-25 20:30,473.25,"2,071.00",0.5,"14,401.50","12,202.00",140.61
14-04-25 20:45,14-04-25 20:45,525.5,"2,411.25",0,"14,267.75","11,739.50",140.61
14-04-25 21:00,14-04-25 21:00,581,"2,765.75",0,"14,063.75","11,178.25",102.83
14-04-25 21:15,14-04-25 21:15,641.5,"3,122.25",0,"13,932.50","10,674.25",102.83
14-04-25 21:30,14-04-25 21:30,701.25,"3,461.25",0,"13,717.50","10,099.50",102.83
14-04-25 21:45,14-04-25 21:45,757.75,"3,780.50",0,"13,489.25","9,530.00",102.83
14-04-25 22:00,14-04-25 22:00,816.5,"4,021.25",0,"13,286.00","9,054.25",82.59
14-04-25 22:15,14-04-25 22:15,877,"4,260.50",0,"13,117.75","8,614.25",82.59
14-04-25 22:30,14-04-25 22:30,936,"4,496.75",0,"12,843.75","8,074.75",82.59
14-04-25 22:45,14-04-25 22:45,936.5,"4,699.75",0,"12,615.00","7,614.00",82.59
14-04-25 23:00,14-04-25 23:00,979,"4,873.75",0,"12,412.75","7,204.25",76
14-04-25 23:15,14-04-25 23:15,"1,019.50","4,981.00",0,"12,181.00","6,815.00",76
14-04-25 23:30,14-04-25 23:30,"1,058.00","5,084.75",0,"11,975.25","6,453.50",76
14-04-25 23:45,14-04-25 23:45,"1,097.00","5,182.50",0,"11,781.75","6,112.25",76
15-04-25 0:00,15-04-25 0:00,"1,106.50","5,157.75",0,"11,877.75","5,722.00",72.93
15-04-25 0:15,15-04-25 0:15,"1,073.75","5,216.50",0,"11,771.00","5,539.25",72.93
15-04-25 0:30,15-04-25 0:30,"1,046.50","5,266.25",0,"11,705.50","5,399.25",72.93
15-04-25 0:45,15-04-25 0:45,"1,072.25","5,316.00",0,"11,664.25","5,291.50",72.93
15-04-25 1:00,15-04-25 1:00,"1,102.25","5,369.50",0,"11,522.00","5,090.75",73.2
15-04-25 1:15,15-04-25 1:15,"1,109.00","5,388.25",0,"11,462.50","4,983.50",73.2
15-04-25 1:30,15-04-25 1:30,"1,133.25","5,393.50",0,"11,379.75","4,858.75",73.2
15-04-25 1:45,15-04-25 1:45,"1,143.50","5,391.75",0,"11,352.75","4,792.00",73.2
15-04-25 2:00,15-04-25 2:00,"1,189.50","5,377.75",0,"11,293.75","4,696.75",67.38
15-04-25 2:15,15-04-25 2:15,"1,198.50","5,291.50",0,"11,281.00","4,655.00",67.38
15-04-25 2:30,15-04-25 2:30,"1,202.25","5,267.50",0,"11,255.25","4,604.25",67.38
15-04-25 2:45,15-04-25 2:45,"1,199.75","5,268.00",0,"11,255.25","4,583.50",67.38
15-04-25 3:00,15-04-25 3:00,"1,203.00","5,211.00",0,"11,250.00","4,563.00",64.29
15-04-25 3:15,15-04-25 3:15,"1,226.00","5,239.75",0,"11,342.50","4,646.75",64.29
15-04-25 3:30,15-04-25 3:30,"1,236.25","5,209.25",0,"11,354.00","4,649.00",64.29
15-04-25 3:45,15-04-25 3:45,"1,237.00","5,199.25",0,"11,422.25","4,725.50",64.29
15-04-25 4:00,15-04-25 4:00,"1,261.75","5,222.75",0,"11,529.50","4,822.25",66.3
15-04-25 4:15,15-04-25 4:15,"1,251.75","5,222.50",0,"11,622.50","4,897.75",66.3
15-04-25 4:30,15-04-25 4:30,"1,260.75","5,216.25",0,"11,778.75","5,037.00",66.3
15-04-25 4:45,15-04-25 4:45,"1,267.75","5,228.75",0,"11,938.25","5,179.00",66.3
15-04-25 5:00,15-04-25 5:00,"1,296.50","5,242.50",0,"12,185.75","5,412.50",70.42
15-04-25 5:15,15-04-25 5:15,"1,298.00","5,239.25",0,"12,445.00","5,657.75",70.42
15-04-25 5:30,15-04-25 5:30,"1,306.50","5,219.50",0,"12,647.00","5,845.50",70.42
15-04-25 5:45,15-04-25 5:45,"1,315.50","5,200.50",0,"12,994.00","6,177.75",70.42
15-04-25 6:00,15-04-25 6:00,"1,325.25","5,274.25",1.5,"13,538.75","6,590.50",83.03
15-04-25 6:15,15-04-25 6:15,"1,328.00","5,248.75",22,"13,973.00","6,976.50",83.03
15-04-25 6:30,15-04-25 6:30,"1,327.00","5,192.50",76.25,"14,255.25","7,177.75",83.03
15-04-25 6:45,15-04-25 6:45,"1,311.00","5,077.25",183,"14,555.50","7,376.75",83.03
15-04-25 7:00,15-04-25 7:00,"1,286.00","5,039.50",408.25,"15,000.75","7,625.75",96.99
15-04-25 7:15,15-04-25 7:15,"1,276.25","4,930.00",755,"15,360.00","7,728.00",96.99
15-04-25 7:30,15-04-25 7:30,"1,275.50","4,726.25","1,178.75","15,603.75","7,668.00",96.99
15-04-25 7:45,15-04-25 7:45,"1,286.50","4,586.50","1,660.00","15,775.25","7,513.75",96.99
15-04-25 8:00,15-04-25 8:00,"1,289.50","4,399.75","2,185.25","15,916.75","7,333.75",98.56
15-04-25 8:15,15-04-25 8:15,"1,290.75","4,176.50","2,758.50","16,073.00","7,169.25",98.56
15-04-25 8:30,15-04-25 8:30,"1,293.75","3,920.25","3,388.00","16,147.00","6,878.00",98.56
15-04-25 8:45,15-04-25 8:45,"1,294.50","3,699.25","4,024.75","16,194.00","6,541.25",98.56
15-04-25 9:00,15-04-25 9:00,"1,318.00","3,491.00","4,660.75","16,155.25","6,100.00",65
15-04-25 9:15,15-04-25 9:15,"1,318.00","3,400.00","5,244.25","16,173.75","5,763.00",65
15-04-25 9:30,15-04-25 9:30,"1,318.75","3,309.75","5,790.25","16,197.75","5,399.00",65
15-04-25 9:45,15-04-25 9:45,"1,320.75","3,253.00","6,287.75","16,231.50","5,072.50",65
15-04-25 10:00,15-04-25 10:00,"1,322.75","3,206.50","6,740.25","16,189.50","4,675.75",48.93
15-04-25 10:15,15-04-25 10:15,"1,389.50","3,252.75","7,155.25","16,257.25","4,341.25",48.93
15-04-25 10:30,15-04-25 10:30,"1,392.25","3,300.00","7,517.50","16,366.25","4,099.50",48.93
15-04-25 10:45,15-04-25 10:45,"1,394.75","3,356.25","7,817.50","16,340.50","3,742.00",48.93
15-04-25 11:00,15-04-25 11:00,"1,369.50","3,389.25","8,051.75","16,387.75","3,550.25",2.92
15-04-25 11:15,15-04-25 11:15,"1,366.25","3,481.25","8,227.50","16,377.25","3,350.50",2.92
15-04-25 11:30,15-04-25 11:30,"1,362.50","3,600.00","8,338.75","16,411.50","3,220.75",2.92
15-04-25 11:45,15-04-25 11:45,"1,358.50","3,703.00","8,394.25","16,419.00","3,121.00",2.92
15-04-25 12:00,15-04-25 12:00,"1,354.50","3,790.75","8,404.50","16,307.00","2,939.75",0.08
15-04-25 12:15,15-04-25 12:15,"1,351.25","3,899.25","8,372.50","16,238.75","2,830.50",0.08
15-04-25 12:30,15-04-25 12:30,"1,346.00","4,010.00","8,306.50","16,157.25","2,726.50",0.08
15-04-25 12:45,15-04-25 12:45,"1,341.50","4,115.50","8,209.75","16,098.25","2,700.25",0.08
15-04-25 13:00,15-04-25 13:00,"1,337.50","4,215.50","8,086.50","15,988.25","2,657.50",0
15-04-25 13:15,15-04-25 13:15,"1,329.75","4,308.25","7,932.00","15,937.00","2,708.25",0
15-04-25 13:30,15-04-25 13:30,"1,322.25","4,399.25","7,739.25","15,761.50","2,675.25",0
15-04-25 13:45,15-04-25 13:45,"1,314.00","4,493.25","7,513.50","15,653.25","2,725.75",0
15-04-25 14:00,15-04-25 14:00,"1,203.00","4,521.25","7,234.50","15,605.00","2,853.50",0.1
15-04-25 14:15,15-04-25 14:15,"1,188.50","4,573.75","6,970.50","15,528.25","2,984.50",0.1
15-04-25 14:30,15-04-25 14:30,"1,173.25","4,696.00","6,694.25","15,426.50","3,122.00",0.1
15-04-25 14:45,15-04-25 14:45,"1,156.50","4,760.00","6,412.75","15,383.25","3,305.50",0.1
15-04-25 15:00,15-04-25 15:00,"1,138.75","4,813.50","6,119.25","15,343.75","3,500.00",29.27
15-04-25 15:15,15-04-25 15:15,"1,121.00","4,793.25","5,815.00","15,405.25","3,864.50",29.27
15-04-25 15:30,15-04-25 15:30,"1,103.00","4,772.00","5,501.00","15,268.00","4,047.00",29.27
15-04-25 15:45,15-04-25 15:45,"1,084.75","4,727.25","5,178.00","15,218.75","4,347.00",29.27
15-04-25 16:00,15-04-25 16:00,"1,067.75","4,673.50","4,845.00","15,169.50","4,677.50",68.08
15-04-25 16:15,15-04-25 16:15,"1,057.75","4,593.00","4,506.75","15,100.75","5,012.75",68.08
15-04-25 16:30,15-04-25 16:30,"1,045.50","4,498.00","4,165.75","15,087.25","5,416.00",68.08
15-04-25 16:45,15-04-25 16:45,"1,034.25","4,409.00","3,815.50","15,082.25","5,824.50",68.08
15-04-25 17:00,15-04-25 17:00,"1,024.50","4,313.25","3,450.50","15,073.00","6,252.75",86.57
15-04-25 17:15,15-04-25 17:15,"1,071.25","4,204.00","3,077.50","15,141.25","6,798.50",86.57
15-04-25 17:30,15-04-25 17:30,"1,070.25","4,096.25","2,707.50","15,048.25","7,175.00",86.57
15-04-25 17:45,15-04-25 17:45,"1,053.50","3,985.75","2,346.00","14,986.00","7,602.00",86.57
15-04-25 18:00,15-04-25 18:00,"1,045.50","3,882.50","1,986.50","15,013.25","8,084.00",105.28
15-04-25 18:15,15-04-25 18:15,"1,044.50","3,779.00","1,621.75","15,088.25","8,612.50",105.28
15-04-25 18:30,15-04-25 18:30,"1,044.75","3,678.50","1,270.25","15,046.75","9,024.00",105.28
15-04-25 18:45,15-04-25 18:45,"1,045.75","3,582.00",949.5,"15,092.50","9,500.25",105.28
15-04-25 19:00,15-04-25 19:00,"1,050.00","3,486.50",677.25,"15,109.25","9,908.75",133.58
15-04-25 19:15,15-04-25 19:15,"1,054.25","3,450.00",450,"15,130.75","10,215.75",133.58
15-04-25 19:30,15-04-25 19:30,"1,057.50","3,415.75",264.75,"15,037.75","10,367.00",133.58
15-04-25 19:45,15-04-25 19:45,"1,053.25","3,394.75",117.5,"15,009.25","10,537.25",133.58
15-04-25 20:00,15-04-25 20:00,"1,039.25","3,369.00",34.25,"14,970.25","10,636.50",141.54
15-04-25 20:15,15-04-25 20:15,"1,018.00","3,351.00",11,"14,842.00","10,585.00",141.54
15-04-25 20:30,15-04-25 20:30,992.25,"3,345.75",3.5,"14,716.00","10,510.50",141.54
15-04-25 20:45,15-04-25 20:45,972,"3,357.00",0,"14,655.00","10,482.00",141.54
15-04-25 21:00,15-04-25 21:00,939,"3,382.75",0,"14,445.25","10,286.50",110.58
15-04-25 21:15,15-04-25 21:15,902.75,"3,390.25",0,"14,216.50","10,068.75",110.58
15-04-25 21:30,15-04-25 21:30,866,"3,377.00",0,"13,982.75","9,861.75",110.58
15-04-25 21:45,15-04-25 21:45,830,"3,353.00",0,"13,775.50","9,695.75",110.58
15-04-25 22:00,15-04-25 22:00,790.5,"3,268.25",0,"13,649.75","9,679.50",102.21
15-04-25 22:15,15-04-25 22:15,759,"3,238.25",0,"13,388.75","9,458.25",102.21
15-04-25 22:30,15-04-25 22:30,726.75,"3,207.25",0,"13,157.00","9,267.75",102.21
15-04-25 22:45,15-04-25 22:45,690.5,"3,169.25",0,"12,945.50","9,111.00",102.21
15-04-25 23:00,15-04-25 23:00,655.25,"3,130.75",0,"12,722.50","8,945.25",93.76
15-04-25 23:15,15-04-25 23:15,630.75,"3,095.25",0,"12,532.25","8,806.00",93.76
15-04-25 23:30,15-04-25 23:30,606.5,"3,059.75",0,"12,326.00","8,645.25",93.76
15-04-25 23:45,15-04-25 23:45,582.5,"3,028.25",0,"12,181.00","8,545.75",93.76
16-04-25 0:00,16-04-25 0:00,597.25,"2,409.75",0,"11,776.50","8,297.00",88.01
16-04-25 0:15,16-04-25 0:15,556.25,"2,388.25",0,"11,609.50","8,196.75",88.01
16-04-25 0:30,16-04-25 0:30,509.5,"2,354.50",0,"11,364.75","8,020.00",88.01
16-04-25 0:45,16-04-25 0:45,477,"2,298.50",0,"11,492.50","8,213.25",88.01
16-04-25 1:00,16-04-25 1:00,454,"2,265.25",0,"11,597.00","8,373.50",82.04
16-04-25 1:15,16-04-25 1:15,450.75,"2,261.75",0,"11,364.75","8,193.00",82.04
16-04-25 1:30,16-04-25 1:30,454.25,"2,253.00",0,"11,350.25","8,228.75",82.04
16-04-25 1:45,16-04-25 1:45,459.75,"2,248.75",0,"11,281.75","8,213.75",82.04
16-04-25 2:00,16-04-25 2:00,465.25,"2,211.50",0,"11,227.75","8,216.50",82.2
16-04-25 2:15,16-04-25 2:15,491.5,"2,202.50",0,"11,169.75","8,207.50",82.2
16-04-25 2:30,16-04-25 2:30,511.25,"2,198.75",0,"11,281.75","8,368.25",82.2
16-04-25 2:45,16-04-25 2:45,520,"2,154.50",0,"11,440.75","8,577.75",82.2
16-04-25 3:00,16-04-25 3:00,515.25,"2,183.75",0,"11,263.25","8,448.00",81.4
16-04-25 3:15,16-04-25 3:15,514.5,"2,129.25",0,"11,297.75","8,533.25",81.4
16-04-25 3:30,16-04-25 3:30,512,"2,048.00",0,"11,236.50","8,523.25",81.4
16-04-25 3:45,16-04-25 3:45,503,"1,968.25",0,"11,292.00","8,629.75",81.4
16-04-25 4:00,16-04-25 4:00,506.5,"1,907.25",0,"11,347.00","8,729.00",82.99
16-04-25 4:15,16-04-25 4:15,519.75,"1,818.00",0,"11,504.75","8,914.25",82.99
16-04-25 4:30,16-04-25 4:30,527.25,"1,738.00",0,"11,587.25","9,024.50",82.99
16-04-25 4:45,16-04-25 4:45,527,"1,649.50",0,"11,930.25","9,392.75",82.99
16-04-25 5:00,16-04-25 5:00,510.5,"1,592.50",0,"12,135.25","9,618.75",99.4
16-04-25 5:15,16-04-25 5:15,499.5,"1,563.50",0,"12,414.75","9,936.50",99.4
16-04-25 5:30,16-04-25 5:30,460.75,"1,544.75",0,"12,536.25","10,097.25",99.4
16-04-25 5:45,16-04-25 5:45,433.25,"1,531.50",0,"12,829.50","10,430.25",99.4
16-04-25 6:00,16-04-25 6:00,410.75,"1,374.50",1.5,"13,394.00","11,026.25",121
16-04-25 6:15,16-04-25 6:15,400.5,"1,323.00",28.75,"13,876.75","11,494.50",121
16-04-25 6:30,16-04-25 6:30,399,"1,239.75",100.25,"14,154.75","11,729.50",121
16-04-25 6:45,16-04-25 6:45,410.5,"1,150.25",241,"14,490.25","11,973.75",121
16-04-25 7:00,16-04-25 7:00,412.5,"1,121.00",487.25,"14,840.50","12,130.00",135.14
16-04-25 7:15,16-04-25 7:15,419.5,"1,033.75",876.25,"15,123.50","12,128.75",135.14
16-04-25 7:30,16-04-25 7:30,400.25,968.5,"1,358.00","15,543.50","12,190.25",135.14
16-04-25 7:45,16-04-25 7:45,418.75,884.25,"1,853.75","15,701.75","11,943.00",135.14
16-04-25 8:00,16-04-25 8:00,432,768.5,"2,438.75","16,009.00","11,804.00",109.94
16-04-25 8:15,16-04-25 8:15,425.25,679.75,"3,053.00","15,993.25","11,301.00",109.94
16-04-25 8:30,16-04-25 8:30,417.25,596.5,"3,683.75","16,321.25","11,138.75",109.94
16-04-25 8:45,16-04-25 8:45,407.5,519,"4,301.00","16,296.50","10,608.50",109.94
16-04-25 9:00,16-04-25 9:00,393.25,426.75,"4,923.25","16,356.25","10,189.50",94.82
16-04-25 9:15,16-04-25 9:15,380,384.75,"5,477.50","16,424.00","9,806.75",94.82
16-04-25 9:30,16-04-25 9:30,366,349.5,"5,998.25","16,486.50","9,441.50",94.82
16-04-25 9:45,16-04-25 9:45,351.75,322.5,"6,477.25","16,469.25","9,028.00",94.82
16-04-25 10:00,16-04-25 10:00,338.5,298.25,"6,911.75","16,471.50","8,667.00",79.75
16-04-25 10:15,16-04-25 10:15,324.75,303.5,"7,303.50","16,610.00","8,429.50",79.75
16-04-25 10:30,16-04-25 10:30,313,307.75,"7,648.50","16,342.75","7,832.50",79.75
16-04-25 10:45,16-04-25 10:45,298.75,311.75,"7,938.50","16,432.75","7,642.75",79.75
16-04-25 11:00,16-04-25 11:00,285.25,319,"8,182.00","16,428.75","7,400.50",64.08
16-04-25 11:15,16-04-25 11:15,272,358,"8,376.75","16,320.25","7,053.25",64.08
16-04-25 11:30,16-04-25 11:30,260,398.5,"8,524.50","16,360.25","6,893.00",64.08
16-04-25 11:45,16-04-25 11:45,246.75,435.5,"8,626.75","16,363.75","6,748.50",64.08
16-04-25 12:00,16-04-25 12:00,235.25,473.75,"8,690.25","16,298.75","6,571.00",35.3
16-04-25 12:15,16-04-25 12:15,229.5,525.25,"8,715.50","16,276.00","6,455.00",35.3
16-04-25 12:30,16-04-25 12:30,222.5,577.75,"8,711.00","16,156.75","6,284.00",35.3
16-04-25 12:45,16-04-25 12:45,215.75,634.5,"8,675.25","16,168.75","6,264.00",35.3
16-04-25 13:00,16-04-25 13:00,207.5,688.5,"8,621.00","15,933.25","6,023.00",22.4
16-04-25 13:15,16-04-25 13:15,199.25,744.75,"8,543.50","15,905.25","6,038.50",22.4
16-04-25 13:30,16-04-25 13:30,190,803.75,"8,439.00","15,647.75","5,861.00",22.4
16-04-25 13:45,16-04-25 13:45,180.75,866.5,"8,304.75","15,499.50","5,821.25",22.4
16-04-25 14:00,16-04-25 14:00,204.5,929.25,"8,131.75","15,373.00","5,830.75",24.94
16-04-25 14:15,16-04-25 14:15,202.5,987.75,"7,944.25","15,136.75","5,758.50",24.94
16-04-25 14:30,16-04-25 14:30,201.75,"1,045.75","7,734.50","14,944.00","5,754.75",24.94
16-04-25 14:45,16-04-25 14:45,199.75,"1,107.00","7,499.50","14,764.00","5,789.25",24.94
16-04-25 15:00,16-04-25 15:00,196.75,"1,168.75","7,242.00","14,684.75","5,947.50",55
16-04-25 15:15,16-04-25 15:15,196.25,"1,233.00","6,963.25","14,672.50","6,188.75",55
16-04-25 15:30,16-04-25 15:30,193.75,"1,292.00","6,654.75","14,478.25","6,278.25",55
16-04-25 15:45,16-04-25 15:45,190.5,"1,348.25","6,309.75","14,245.75","6,353.75",55
16-04-25 16:00,16-04-25 16:00,186.5,"1,407.00","5,931.50","14,420.00","6,861.50",68
16-04-25 16:15,16-04-25 16:15,184,"1,474.50","5,523.50","14,508.50","7,294.25",68
16-04-25 16:30,16-04-25 16:30,181.5,"1,540.00","5,088.75","14,208.00","7,371.25",68
16-04-25 16:45,16-04-25 16:45,179.25,"1,608.00","4,629.50","14,005.75","7,571.25",68
16-04-25 17:00,16-04-25 17:00,175.25,"1,684.25","4,141.75","14,061.25","8,051.50",93.16
16-04-25 17:15,16-04-25 17:15,172.5,"1,779.75","3,626.25","14,396.25","8,828.25",93.16
16-04-25 17:30,16-04-25 17:30,166.75,"1,875.25","3,098.75","14,480.75","9,373.75",93.16
16-04-25 17:45,16-04-25 17:45,164,"1,972.25","2,580.50","14,566.25","9,912.25",93.16
16-04-25 18:00,16-04-25 18:00,162,"2,069.00","2,089.25","14,717.75","10,486.50",118
16-04-25 18:15,16-04-25 18:15,161,"2,183.00","1,627.75","14,752.50","10,889.25",118
16-04-25 18:30,16-04-25 18:30,159.75,"2,296.00","1,212.00","14,762.00","11,218.50",118
16-04-25 18:45,16-04-25 18:45,159.25,"2,408.75",867.5,"14,847.00","11,554.75",118
16-04-25 19:00,16-04-25 19:00,158.25,"2,530.75",601,"14,990.50","11,859.00",146.52
16-04-25 19:15,16-04-25 19:15,159.25,"2,692.25",401.75,"15,068.00","11,965.50",146.52
16-04-25 19:30,16-04-25 19:30,160.25,"2,856.75",249.75,"15,120.75","11,994.00",146.52
16-04-25 19:45,16-04-25 19:45,159.25,"3,025.00",121,"14,921.50","11,744.75",146.52
16-04-25 20:00,16-04-25 20:00,159.75,"3,185.75",35.75,"14,830.25","11,563.75",136.48
16-04-25 20:15,16-04-25 20:15,161.25,"3,346.25",7,"14,587.50","11,178.25",136.48
16-04-25 20:30,16-04-25 20:30,160.25,"3,506.75",1.25,"14,364.75","10,797.75",136.48
16-04-25 20:45,16-04-25 20:45,159.5,"3,671.00",0,"14,312.75","10,586.75",136.48
16-04-25 21:00,16-04-25 21:00,163.75,"3,830.75",0,"14,278.75","10,394.00",121
16-04-25 21:15,16-04-25 21:15,166.5,"3,958.75",0,"13,899.00","9,886.50",121
16-04-25 21:30,16-04-25 21:30,169.25,"4,063.75",0,"13,853.00","9,733.25",121
16-04-25 21:45,16-04-25 21:45,172.5,"4,149.75",0,"13,447.50","9,238.00",121
16-04-25 22:00,16-04-25 22:00,177.75,"4,150.00",0,"13,274.25","9,045.75",109.69
16-04-25 22:15,16-04-25 22:15,185,"4,192.25",0,"13,079.00","8,791.75",109.69
16-04-25 22:30,16-04-25 22:30,191.75,"4,235.00",0,"12,868.75","8,523.50",109.69
16-04-25 22:45,16-04-25 22:45,201.25,"4,261.75",0,"12,684.00","8,295.75",109.69
16-04-25 23:00,16-04-25 23:00,210,"4,290.00",0,"12,395.75","7,962.25",98.59
16-04-25 23:15,16-04-25 23:15,219.5,"4,313.50",0,"12,212.50","7,726.00",98.59
16-04-25 23:30,16-04-25 23:30,227.25,"4,336.00",0,"12,002.00","7,465.25",98.59
16-04-25 23:45,16-04-25 23:45,235.25,"4,354.50",0,"11,860.25","7,273.75",98.59
17-04-25 0:00,17-04-25 0:00,218.75,"4,503.50",0,"11,895.50","7,348.25",88.99
17-04-25 0:15,17-04-25 0:15,222.25,"4,464.00",0,"11,819.25","7,281.75",88.99
17-04-25 0:30,17-04-25 0:30,227.5,"4,395.25",0,"11,682.75","7,155.00",88.99
17-04-25 0:45,17-04-25 0:45,233.75,"4,382.25",0,"11,894.00","7,372.75",88.99
17-04-25 1:00,17-04-25 1:00,238.5,"4,301.75",0,"11,719.75","7,210.75",83.99
17-04-25 1:15,17-04-25 1:15,247.25,"4,235.50",0,"11,548.75","7,054.50",83.99
17-04-25 1:30,17-04-25 1:30,265,"4,231.25",0,"11,491.25","7,006.50",83.99
17-04-25 1:45,17-04-25 1:45,285.75,"4,240.00",0,"11,419.50","6,939.50",83.99
17-04-25 2:00,17-04-25 2:00,290.25,"4,224.00",0,"11,413.25","6,937.25",81.67
17-04-25 2:15,17-04-25 2:15,294,"4,182.00",0,"11,278.50","6,809.75",81.67
17-04-25 2:30,17-04-25 2:30,307.25,"4,238.50",0,"11,233.00","6,775.00",81.67
17-04-25 2:45,17-04-25 2:45,322.25,"4,260.25",0,"11,396.25","6,958.25",81.67
17-04-25 3:00,17-04-25 3:00,340.5,"4,272.25",0,"11,259.00","6,851.50",80.07
17-04-25 3:15,17-04-25 3:15,351.5,"4,209.50",0,"11,334.25","6,961.75",80.07
17-04-25 3:30,17-04-25 3:30,367.25,"4,130.00",0,"11,372.00","7,035.50",80.07
17-04-25 3:45,17-04-25 3:45,386.25,"4,083.75",0,"11,281.25","6,993.50",80.07
17-04-25 4:00,17-04-25 4:00,397.5,"4,117.00",0,"11,333.25","7,094.75",81.28
17-04-25 4:15,17-04-25 4:15,396.5,"4,120.50",0,"11,551.25","7,362.75",81.28
17-04-25 4:30,17-04-25 4:30,399.25,"4,056.75",0,"11,574.00","7,434.25",81.28
17-04-25 4:45,17-04-25 4:45,406.75,"4,015.00",0,"11,377.50","7,290.75",81.28
17-04-25 5:00,17-04-25 5:00,409,"3,930.50",0,"11,712.25","7,676.25",87.43
17-04-25 5:15,17-04-25 5:15,425.75,"3,795.75",0,"11,874.00","7,909.00",87.43
17-04-25 5:30,17-04-25 5:30,429.25,"3,686.25",0,"11,905.00","8,011.75",87.43
17-04-25 5:45,17-04-25 5:45,440,"3,580.75",0,"12,157.75","8,333.50",87.43
17-04-25 6:00,17-04-25 6:00,438.5,"3,639.00",7.75,"12,627.25","8,815.50",108.02
17-04-25 6:15,17-04-25 6:15,440.75,"3,570.50",31.25,"12,991.00","9,240.50",108.02
17-04-25 6:30,17-04-25 6:30,434.25,"3,500.25",81.5,"13,164.50","9,444.50",108.02
17-04-25 6:45,17-04-25 6:45,435.5,"3,439.00",177,"13,461.25","9,736.25",108.02
17-04-25 7:00,17-04-25 7:00,433.5,"3,363.50",320.5,"13,678.00","9,899.25",122.8
17-04-25 7:15,17-04-25 7:15,430.25,"3,262.50",502.5,"14,122.75","10,262.00",122.8
17-04-25 7:30,17-04-25 7:30,426.5,"3,110.75",722.75,"14,558.00","10,590.00",122.8
17-04-25 7:45,17-04-25 7:45,423.5,"3,016.50",978.25,"14,591.75","10,495.00",122.8
17-04-25 8:00,17-04-25 8:00,418,"2,909.75","1,254.50","15,033.50","10,804.75",130
17-04-25 8:15,17-04-25 8:15,420,"2,804.50","1,551.75","14,967.25","10,595.75",130
17-04-25 8:30,17-04-25 8:30,420.75,"2,698.00","1,884.00","15,109.75","10,566.50",130
17-04-25 8:45,17-04-25 8:45,420.5,"2,606.25","2,228.50","15,124.50","10,373.00",130
17-04-25 9:00,17-04-25 9:00,459.25,"2,516.75","2,578.75","15,236.50","10,248.25",121
17-04-25 9:15,17-04-25 9:15,466.25,"2,516.75","2,914.00","15,354.50","10,101.25",121
17-04-25 9:30,17-04-25 9:30,472.5,"2,512.00","3,243.25","15,449.75","9,937.00",121
17-04-25 9:45,17-04-25 9:45,478.5,"2,538.75","3,561.00","15,524.25","9,741.00",121
17-04-25 10:00,17-04-25 10:00,485.25,"2,567.00","3,865.00","15,539.25","9,490.75",110
17-04-25 10:15,17-04-25 10:15,482.25,"2,588.00","4,158.25","15,495.25","9,177.00",110
17-04-25 10:30,17-04-25 10:30,479,"2,608.00","4,436.50","15,693.50","9,116.00",110
17-04-25 10:45,17-04-25 10:45,477,"2,628.75","4,698.25","15,806.25","8,984.25",110
17-04-25 11:00,17-04-25 11:00,473.5,"2,647.75","4,939.25","15,784.50","8,730.25",95.03
17-04-25 11:15,17-04-25 11:15,472.75,"2,657.50","5,160.25","15,899.25","8,628.00",95.03
17-04-25 11:30,17-04-25 11:30,471.5,"2,668.25","5,353.00","15,997.50","8,531.25",95.03
17-04-25 11:45,17-04-25 11:45,469.75,"2,679.50","5,516.75","15,979.25","8,347.00",95.03
